"special_activity_type","product_name","activity_name","unit","ISIC_number","ISIC_class","CPC_number","CPC_description","FAO_code","FAO_name","ProductCategory","ProductSubcategory","ProductName","ActivityName","Unit","ProductSubgroup","FeedIngredients"
"ordinary transforming activity","maintenance, bicycle","maintenance, bicycle","unit","9529","Repair of other personal and household goods","87290","Maintenance and repair services of other goods n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, bus","maintenance, bus","unit","4520","Maintenance and repair of motor vehicles","87141","Maintenance and repair services of motor vehicles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, electric bicycle","maintenance, electric bicycle","unit","4540","Sale, maintenance and repair of motorcycles and related parts and accessori","87141","Maintenance and repair services of motor vehicles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, electric scooter, without battery","maintenance, electric scooter, without battery","unit","4540","Sale, maintenance and repair of motorcycles and related parts and accessori","87141","Maintenance and repair services of motor vehicles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, goods wagon","maintenance, goods wagon","unit","3315","Repair of transport equipment, except motor vehicles","87149","Maintenance and repair services of other transport equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, freight ship, transoceanic","maintenance, freight ship, transoceanic","unit","3315","Repair of transport equipment, except motor vehicles","87149","Maintenance and repair services of other transport equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, heat and power co-generation unit, 160kW electrical","maintenance, heat and power co-generation unit, 160kW electrical","unit","3314","Repair of electrical equipment","87152","Maintenance and repair services of electrical machinery and apparatus n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, intermodal shipping container, 20-foot","maintenance, intermodal shipping container, 20-foot","unit","3315","Repair of transport equipment, except motor vehicles","87149","Maintenance and repair services of other transport equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, intermodal shipping container, 40-foot, high-cube","maintenance, intermodal shipping container, 40-foot, high-cube","unit","3315","Repair of transport equipment, except motor vehicles","87149","Maintenance and repair services of other transport equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, intermodal shipping container, 40-foot","maintenance, intermodal shipping container, 40-foot","unit","3315","Repair of transport equipment, except motor vehicles","87149","Maintenance and repair services of other transport equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, intermodal shipping container, 45-foot, high-cube","maintenance, intermodal shipping container, 45-foot, high-cube","unit","3315","Repair of transport equipment, except motor vehicles","87149","Maintenance and repair services of other transport equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, light commercial vehicle","maintenance, light commercial vehicle","unit","4520","Maintenance and repair of motor vehicles","87141","Maintenance and repair services of motor vehicles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, locomotive","maintenance, locomotive","unit","3315","Repair of transport equipment, except motor vehicles","87149","Maintenance and repair services of other transport equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, lorry 28 metric ton","maintenance, lorry 28 metric ton","unit","4520","Maintenance and repair of motor vehicles","87141","Maintenance and repair services of motor vehicles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, lorry 16 metric ton","maintenance, lorry 16 metric ton","unit","4520","Maintenance and repair of motor vehicles","87141","Maintenance and repair services of motor vehicles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, mini CHP plant","maintenance, mini CHP plant","unit","3314","Repair of electrical equipment","87152","Maintenance and repair services of electrical machinery and apparatus n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, micro gas turbine, 100kW electrical","maintenance, micro gas turbine, 100kW electrical","unit","3314","Repair of electrical equipment","87152","Maintenance and repair services of electrical machinery and apparatus n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, lorry 40 metric ton","maintenance, lorry 40 metric ton","unit","4520","Maintenance and repair of motor vehicles","87141","Maintenance and repair services of motor vehicles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, motor scooter","maintenance, motor scooter","unit","4540","Sale, maintenance and repair of motorcycles and related parts and accessori","87142","Maintenance and repair services of motorcycles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, passenger car, electric, without battery","maintenance, passenger car, electric, without battery","unit","4520","Maintenance and repair of motor vehicles","87141","Maintenance and repair services of motor vehicles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, polymer electrolyte membrane fuel cell, 2kW electrical","maintenance, polymer electrolyte membrane fuel cell 2kW electrical","unit","3314","Repair of electrical equipment","87152","Maintenance and repair services of electrical machinery and apparatus n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","passenger car maintenance","maintenance, passenger car","unit","4520","Maintenance and repair of motor vehicles","87141","Maintenance and repair services of motor vehicles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, reefer, intermodal shipping container, 40-foot, high-cube","maintenance, reefer, intermodal shipping container, 40-foot, high-cube","unit","3315","Repair of transport equipment, except motor vehicles","87149","Maintenance and repair services of other transport equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, solid oxide fuel cell, with micro gas turbine, 180kW electrical, future","maintenance, solid oxide fuel cell, with micro gas turbine, 180kW electrical, future","unit","3314","Repair of electrical equipment","87152","Maintenance and repair services of electrical machinery and apparatus n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, stirling heat and power co-generation unit, 3kW electrical, wood pellet, future","maintenance, stirling heat and power co-generation unit, 3kW electrical, wood pellet, future","unit","3314","Repair of electrical equipment","87152","Maintenance and repair services of electrical machinery and apparatus n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, refrigeration machine","maintenance, refrigeration machine","unit","3315","Repair of transport equipment, except motor vehicles","87149","Maintenance and repair services of other transport equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, solid oxide fuel cell, 125kW electrical, future","maintenance, solid oxide fuel cell 125kW electrical, future","unit","3314","Repair of electrical equipment","87152","Maintenance and repair services of electrical machinery and apparatus n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, train, passenger, high-speed","maintenance, train, passenger, high-speed","unit","3315","Repair of transport equipment, except motor vehicles","87149","Maintenance and repair services of other transport equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, train, passenger, long distance","maintenance, train, passenger, long distance","unit","3315","Repair of transport equipment, except motor vehicles","87149","Maintenance and repair services of other transport equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, train, passenger, regional","maintenance, train, passenger, regional","unit","3315","Repair of transport equipment, except motor vehicles","87149","Maintenance and repair services of other transport equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maintenance, tram","maintenance, tram","unit","3315","Repair of transport equipment, except motor vehicles","87149","Maintenance and repair services of other transport equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, organic","maize grain production, organic","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01122","Maize (corn), other","0056","Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, organic","maize grain production, organic","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01122","Maize (corn), other","0067","White Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, organic","maize grain production, organic","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01122","Maize (corn), other","0068","Popcorn",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, Swiss integrated production","maize grain production, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01122","Maize (corn), other","0056","Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, Swiss integrated production","maize grain production, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01122","Maize (corn), other","0067","White Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, Swiss integrated production","maize grain production, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01122","Maize (corn), other","0068","Popcorn",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain","maize grain production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01122","Maize (corn), other","0056","Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain","maize grain production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01122","Maize (corn), other","0067","White Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain","maize grain production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01122","Maize (corn), other","0068","Popcorn",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, organic","maize grain, feed production, organic","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0840","Compound Feed, Cattle",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, organic","maize grain, feed production, organic","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0841","Compound Feed, Poultry",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, organic","maize grain, feed production, organic","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0842","Compound Feed, Pigs",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, organic","maize grain, feed production, organic","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0845","Compound Feed nes",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, organic","maize grain, feed production, organic","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0849","Feed Yeast",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, organic","maize grain, feed production, organic","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0850","Feed Supplements",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, organic","maize grain, feed production, organic","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0851","Non-Protein Nitrogens",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, organic","maize grain, feed production, organic","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0852","Other Concentrates nes",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, organic","maize grain, feed production, organic","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0853","Vitamins",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, organic","maize grain, feed production, organic","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0854","Feed Additives",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, organic","maize grain, feed production, organic","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0855","Feed Minerals",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, Swiss integrated production","maize grain, feed production, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0840","Compound Feed, Cattle",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, Swiss integrated production","maize grain, feed production, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0841","Compound Feed, Poultry",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, Swiss integrated production","maize grain, feed production, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0842","Compound Feed, Pigs",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, Swiss integrated production","maize grain, feed production, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0845","Compound Feed nes",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, Swiss integrated production","maize grain, feed production, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0849","Feed Yeast",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, Swiss integrated production","maize grain, feed production, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0850","Feed Supplements",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, Swiss integrated production","maize grain, feed production, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0851","Non-Protein Nitrogens",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, Swiss integrated production","maize grain, feed production, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0852","Other Concentrates nes",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, Swiss integrated production","maize grain, feed production, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0853","Vitamins",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, Swiss integrated production","maize grain, feed production, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0854","Feed Additives",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed, Swiss integrated production","maize grain, feed production, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0855","Feed Minerals",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed","maize grain, feed production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0840","Compound Feed, Cattle",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed","maize grain, feed production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0841","Compound Feed, Poultry",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed","maize grain, feed production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0842","Compound Feed, Pigs",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed","maize grain, feed production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0845","Compound Feed nes",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed","maize grain, feed production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0849","Feed Yeast",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed","maize grain, feed production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0850","Feed Supplements",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed","maize grain, feed production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0851","Non-Protein Nitrogens",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed","maize grain, feed production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0852","Other Concentrates nes",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed","maize grain, feed production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0853","Vitamins",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed","maize grain, feed production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0854","Feed Additives",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize grain, feed","maize grain, feed production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0855","Feed Minerals",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, at farm","maize seed production, at farm","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01121","Maize (corn), seed","0056","Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, at farm","maize seed production, at farm","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01121","Maize (corn), seed","0067","White Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, at farm","maize seed production, at farm","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01121","Maize (corn), seed","0068","Popcorn",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, for sowing","maize seed production, for sowing","kg","0164","Seed processing for propagation","01121","Maize (corn), seed","0056","Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, for sowing","maize seed production, for sowing","kg","0164","Seed processing for propagation","01121","Maize (corn), seed","0067","White Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, for sowing","maize seed production, for sowing","kg","0164","Seed processing for propagation","01121","Maize (corn), seed","0068","Popcorn",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, organic, at farm","maize seed production, organic, at farm","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01121","Maize (corn), seed","0056","Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, organic, at farm","maize seed production, organic, at farm","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01121","Maize (corn), seed","0067","White Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, organic, at farm","maize seed production, organic, at farm","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01121","Maize (corn), seed","0068","Popcorn",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, organic, for sowing","maize seed production, organic, for sowing","kg","0164","Seed processing for propagation","01121","Maize (corn), seed","0056","Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, organic, for sowing","maize seed production, organic, for sowing","kg","0164","Seed processing for propagation","01121","Maize (corn), seed","0067","White Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, organic, for sowing","maize seed production, organic, for sowing","kg","0164","Seed processing for propagation","01121","Maize (corn), seed","0068","Popcorn",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, Swiss integrated production, at farm","maize seed production, Swiss integrated production, at farm","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01121","Maize (corn), seed","0056","Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, Swiss integrated production, at farm","maize seed production, Swiss integrated production, at farm","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01121","Maize (corn), seed","0067","White Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, Swiss integrated production, at farm","maize seed production, Swiss integrated production, at farm","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01121","Maize (corn), seed","0068","Popcorn",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, Swiss integrated production, for sowing","maize seed production, Swiss integrated production, for sowing","kg","0164","Seed processing for propagation","01121","Maize (corn), seed","0056","Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, Swiss integrated production, for sowing","maize seed production, Swiss integrated production, for sowing","kg","0164","Seed processing for propagation","01121","Maize (corn), seed","0067","White Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize seed, Swiss integrated production, for sowing","maize seed production, Swiss integrated production, for sowing","kg","0164","Seed processing for propagation","01121","Maize (corn), seed","0068","Popcorn",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize silage, organic","maize silage production, organic","kg","0119","Growing of other non-perennial crops","01911","Maize for forage and silage","0636","Maize for forage",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize silage, Swiss integrated production","maize silage production, Swiss integrated production, intensive","kg","0119","Growing of other non-perennial crops","01911","Maize for forage and silage","0636","Maize for forage",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize silage","maize silage production","kg","0119","Growing of other non-perennial crops","01911","Maize for forage and silage","0636","Maize for forage",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize starch","maize starch production","kg","1062","Manufacture of starches and starch products","23220","Starches; inulin; wheat gluten; dextrins and other modified starches","0023","Starch of Wheat",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize starch","maize starch production","kg","1062","Manufacture of starches and starch products","23220","Starches; inulin; wheat gluten; dextrins and other modified starches","0024","Wheat Gluten",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize starch","maize starch production","kg","1062","Manufacture of starches and starch products","23220","Starches; inulin; wheat gluten; dextrins and other modified starches","0034","Starch of Rice",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize starch","maize starch production","kg","1062","Manufacture of starches and starch products","23220","Starches; inulin; wheat gluten; dextrins and other modified starches","0064","Starch of Maize",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize starch","maize starch production","kg","1062","Manufacture of starches and starch products","23220","Starches; inulin; wheat gluten; dextrins and other modified starches","0119","Starch of Potatoes",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maize starch","maize starch production","kg","1062","Manufacture of starches and starch products","23220","Starches; inulin; wheat gluten; dextrins and other modified starches","0129","Starch of Cassava",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","maleic unsaturated polyester resin","maleic unsaturated polyester resin production","kg","2013","Manufacture of plastics and synthetic rubber in primary forms","34740","Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","malusil","malusil production","kg","0810","Quarrying of stone, sand and clay","16390","Other minerals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","mancozeb","mancozeb production","kg","2021","Manufacture of pesticides and other agrochemical products","34662","Fungicides","1331","Fungicides and bactericides, total",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","mancozeb","mancozeb production","kg","2021","Manufacture of pesticides and other agrochemical products","34662","Fungicides","1352","Fungicides seed treatments, total (Consumption)",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","mancozeb","mancozeb production","kg","2021","Manufacture of pesticides and other agrochemical products","34662","Fungicides","1444","Fungicides (excl. Haz. pest.) (Trade)",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","mandarin","mandarin production","kg","0123","Growing of citrus fruits","01324","Tangerines, mandarins, clementines","0495","Tangerines, mandarins, clementines, satsumas",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","manganese concentrate","manganese concentrate production","kg","0729","Mining of other non-ferrous metal ores","14290","Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","manganese","manganese production","kg","2420","Manufacture of basic precious and other non-ferrous metals","41603","Bismuth, antimony, manganese, chromium and articles thereof; including waste and scrap of bismuth or manganese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","manganese(III) oxide","manganese(III) oxide production","kg","2011","Manufacture of basic chemicals","34220","Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","manual dismantling of electric scooter","manual dismantling of used electric scooter","unit","3830","Materials recovery","894","Materials recovery (recycling) services, on a fee or contract basis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","manual dismantling of used electric passenger car","manual dismantling of used electric passenger car","unit","3830","Materials recovery","894","Materials recovery (recycling) services, on a fee or contract basis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","manganese sulfate","manganese sulfate production","kg","2011","Manufacture of basic chemicals","34240","Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","manual dismantling of used passenger car with internal combustion engine","manual dismantling of used passenger car with internal combustion engine","unit","3830","Materials recovery","894","Materials recovery (recycling) services, on a fee or contract basis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","manual treatment facility, waste electric and electronic equipment","manual treatment facility construction, waste electric and electronic equipment","unit","4100","Construction of buildings","53290","Other civil engineering works",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","[sulfonyl]urea-compound","market for [sulfonyl]urea-compound","kg","2021","Manufacture of pesticides and other agrochemical products","34663","Herbicides, anti-sprouting products and plant-growth regulators","1320","Herbicides, total",NA,NA,NA,NA,NA,NA,NA
"market activity","[sulfonyl]urea-compound","market for [sulfonyl]urea-compound","kg","2021","Manufacture of pesticides and other agrochemical products","34663","Herbicides, anti-sprouting products and plant-growth regulators","1445","Herbicides (excl. Haz. pest.) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","[thio]carbamate-compound","market for [thio]carbamate-compound","kg","2021","Manufacture of pesticides and other agrochemical products","34663","Herbicides, anti-sprouting products and plant-growth regulators","1320","Herbicides, total",NA,NA,NA,NA,NA,NA,NA
"market activity","[thio]carbamate-compound","market for [thio]carbamate-compound","kg","2021","Manufacture of pesticides and other agrochemical products","34663","Herbicides, anti-sprouting products and plant-growth regulators","1445","Herbicides (excl. Haz. pest.) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","1,1-dimethylcyclopentane","market for 1,1-dimethylcyclopentane","kg","20","Manufacture of chemicals and chemical products","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","1-pentanol","market for 1-pentanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1428","Pentachlorophenol (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","1-pentanol","market for 1-pentanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1429","Salts of Pentachlorophenol (excl 280811)",NA,NA,NA,NA,NA,NA,NA
